dataset,nace,indic,unit,sizeclas,geo,year,value
jvs_a_rate_r2,M_N,JVR,AVG_A,TOTAL,EU27_2020,2019,3.6
jvs_a_rate_r2,M_N,JVR,AVG_A,TOTAL,EU27_2020,2020,2.7
jvs_a_rate_r2,M_N,JVR,AVG_A,TOTAL,EU27_2020,2021,3.6
jvs_a_rate_r2,M_N,JVR,AVG_A,TOTAL,EU27_2020,2022,4.4
jvs_a_rate_r2,M_N,JVR,AVG_A,TOTAL,EU27_2020,2023,4.0
jvs_a_rate_r2,M_N,JVR,AVG_A,TOTAL,EU27_2020,2024,3.5
jvs_a_rate_r2,M_N,JVR,AVG_A,TOTAL,EU27_2020,2025,3.0
jvs_a_rate_r2,M_N,JVR,AVG_A,TOTAL,FI,2018,4.0
jvs_a_rate_r2,M_N,JVR,AVG_A,TOTAL,FI,2019,3.8
jvs_a_rate_r2,M_N,JVR,AVG_A,TOTAL,FI,2020,3.3
jvs_a_rate_r2,M_N,JVR,AVG_A,TOTAL,FI,2021,5.0
jvs_a_rate_r2,M_N,JVR,AVG_A,TOTAL,FI,2022,4.8
jvs_a_rate_r2,M_N,JVR,AVG_A,TOTAL,FI,2023,3.7
jvs_a_rate_r2,M_N,JVR,AVG_A,TOTAL,FI,2024,2.9
jvs_a_rate_r2,M_N,JVR,AVG_A,TOTAL,FI,2025,2.3
jvs_a_rate_r2,M_N,JVR,AVG_A,TOTAL,FR,2018,2.0
jvs_a_rate_r2,M_N,JVR,AVG_A,TOTAL,FR,2019,2.3
jvs_a_rate_r2,M_N,JVR,AVG_A,TOTAL,FR,2021,2.7
jvs_a_rate_r2,M_N,JVR,AVG_A,TOTAL,FR,2022,3.4
jvs_a_rate_r2,M_N,JVR,AVG_A,TOTAL,FR,2023,2.9
jvs_a_rate_r2,M_N,JVR,AVG_A,TOTAL,FR,2024,2.5
jvs_a_rate_r2,M_N,JVR,AVG_A,TOTAL,FR,2025,2.2
jvs_a_rate_r2,M_N,JVR,AVG_A,TOTAL,HU,2018,4.2
jvs_a_rate_r2,M_N,JVR,AVG_A,TOTAL,HU,2019,3.1
jvs_a_rate_r2,M_N,JVR,AVG_A,TOTAL,HU,2020,2.5
jvs_a_rate_r2,M_N,JVR,AVG_A,TOTAL,HU,2021,3.6
jvs_a_rate_r2,M_N,JVR,AVG_A,TOTAL,HU,2022,4.4
jvs_a_rate_r2,M_N,JVR,AVG_A,TOTAL,HU,2023,3.7
jvs_a_rate_r2,M_N,JVR,AVG_A,TOTAL,HU,2024,3.1
jvs_a_rate_r2,M_N,JVR,AVG_A,TOTAL,HU,2025,3.1
jvs_a_rate_r2,M_N,JVR,AVG_A,TOTAL,IE,2018,1.9
jvs_a_rate_r2,M_N,JVR,AVG_A,TOTAL,IE,2019,1.9
jvs_a_rate_r2,M_N,JVR,AVG_A,TOTAL,IE,2020,1.2
jvs_a_rate_r2,M_N,JVR,AVG_A,TOTAL,IE,2021,2.2
jvs_a_rate_r2,M_N,JVR,AVG_A,TOTAL,IE,2022,2.7
jvs_a_rate_r2,M_N,JVR,AVG_A,TOTAL,IE,2023,1.7
jvs_a_rate_r2,M_N,JVR,AVG_A,TOTAL,IE,2024,1.7
jvs_a_rate_r2,M_N,JVR,AVG_A,TOTAL,IE,2025,1.6
jvs_a_rate_r2,M_N,JVR,AVG_A,TOTAL,IT,2018,1.2
jvs_a_rate_r2,M_N,JVR,AVG_A,TOTAL,IT,2019,1.3
jvs_a_rate_r2,M_N,JVR,AVG_A,TOTAL,IT,2020,1.0
jvs_a_rate_r2,M_N,JVR,AVG_A,TOTAL,IT,2021,1.8
jvs_a_rate_r2,M_N,JVR,AVG_A,TOTAL,IT,2022,2.1
jvs_a_rate_r2,M_N,JVR,AVG_A,TOTAL,IT,2023,2.1
jvs_a_rate_r2,M_N,JVR,AVG_A,TOTAL,IT,2024,2.1
jvs_a_rate_r2,M_N,JVR,AVG_A,TOTAL,IT,2025,1.9
jvs_a_rate_r2,M_N,JVR,AVG_A,TOTAL,NL,2018,2.4
jvs_a_rate_r2,M_N,JVR,AVG_A,TOTAL,NL,2019,2.7
jvs_a_rate_r2,M_N,JVR,AVG_A,TOTAL,NL,2020,2.2
jvs_a_rate_r2,M_N,JVR,AVG_A,TOTAL,NL,2021,3.2
jvs_a_rate_r2,M_N,JVR,AVG_A,TOTAL,NL,2022,4.1
jvs_a_rate_r2,M_N,JVR,AVG_A,TOTAL,NL,2023,4.0
jvs_a_rate_r2,M_N,JVR,AVG_A,TOTAL,NL,2024,3.9
jvs_a_rate_r2,M_N,JVR,AVG_A,TOTAL,NL,2025,3.8
jvs_a_rate_r2,M_N,JVR,AVG_A,TOTAL,PL,2018,1.2
jvs_a_rate_r2,M_N,JVR,AVG_A,TOTAL,PL,2019,1.2
jvs_a_rate_r2,M_N,JVR,AVG_A,TOTAL,PL,2020,0.7
jvs_a_rate_r2,M_N,JVR,AVG_A,TOTAL,PL,2021,1.2
jvs_a_rate_r2,M_N,JVR,AVG_A,TOTAL,PL,2022,1.5
jvs_a_rate_r2,M_N,JVR,AVG_A,TOTAL,PL,2023,0.9
jvs_a_rate_r2,M_N,JVR,AVG_A,TOTAL,PL,2024,0.9
jvs_a_rate_r2,M_N,JVR,AVG_A,TOTAL,PL,2025,0.7
jvs_a_rate_r2,M_N,JVR,AVG_A,TOTAL,PT,2018,2.3
jvs_a_rate_r2,M_N,JVR,AVG_A,TOTAL,PT,2019,1.9
jvs_a_rate_r2,M_N,JVR,AVG_A,TOTAL,PT,2020,1.4
jvs_a_rate_r2,M_N,JVR,AVG_A,TOTAL,PT,2021,1.9
jvs_a_rate_r2,M_N,JVR,AVG_A,TOTAL,PT,2022,3.2
jvs_a_rate_r2,M_N,JVR,AVG_A,TOTAL,PT,2023,2.4
jvs_a_rate_r2,M_N,JVR,AVG_A,TOTAL,PT,2024,2.4
jvs_a_rate_r2,M_N,JVR,AVG_A,TOTAL,PT,2025,2.8
jvs_a_rate_r2,M_N,JVR,AVG_A,TOTAL,RO,2018,1.0
jvs_a_rate_r2,M_N,JVR,AVG_A,TOTAL,RO,2019,0.9
jvs_a_rate_r2,M_N,JVR,AVG_A,TOTAL,RO,2020,0.7
jvs_a_rate_r2,M_N,JVR,AVG_A,TOTAL,RO,2021,0.8
jvs_a_rate_r2,M_N,JVR,AVG_A,TOTAL,RO,2022,1.0
jvs_a_rate_r2,M_N,JVR,AVG_A,TOTAL,RO,2023,0.8
jvs_a_rate_r2,M_N,JVR,AVG_A,TOTAL,RO,2024,0.7
jvs_a_rate_r2,M_N,JVR,AVG_A,TOTAL,RO,2025,0.7
jvs_a_rate_r2,M_N,JVR,AVG_A,TOTAL,SE,2018,3.7
jvs_a_rate_r2,M_N,JVR,AVG_A,TOTAL,SE,2019,3.2
jvs_a_rate_r2,M_N,JVR,AVG_A,TOTAL,SE,2020,2.3
jvs_a_rate_r2,M_N,JVR,AVG_A,TOTAL,SE,2021,3.4
jvs_a_rate_r2,M_N,JVR,AVG_A,TOTAL,SE,2022,4.6
jvs_a_rate_r2,M_N,JVR,AVG_A,TOTAL,SE,2023,3.9
jvs_a_rate_r2,M_N,JVR,AVG_A,TOTAL,SE,2024,3.6
jvs_a_rate_r2,M_N,JVR,AVG_A,TOTAL,SE,2025,3.5
